%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point_id,field.x,field.y,field.z,field.range,field.velocity,field.doppler_bin,field.bearing,field.intensity
1571299394745173781,869971,1571299394734578687,ti_mmwave,24,5.935546875,3.150390625,0.0,6.71008062363,0.0,8,27.9578742981,10.4139270782
1571299394745175686,869972,1571299394734582576,ti_mmwave,25,5.728515625,3.591796875,0.0,6.75365257263,0.0,8,32.0878410339,15.0514993668
1571299394745177861,869973,1571299394734586881,ti_mmwave,26,5.765625,3.615234375,0.0,6.79722452164,0.0,8,32.0890464783,17.481880188
1571299394745179831,869974,1571299394734590822,ti_mmwave,27,5.802734375,3.638671875,0.0,6.84079647064,0.0,8,32.0902481079,16.1278381348
1571299394745181786,869975,1571299394734594707,ti_mmwave,28,6.25390625,5.439453125,0.0,8.27867126465,0.0,8,41.0157318115,9.03090000153
1571299394745183928,869976,1571299394734598490,ti_mmwave,29,8.31640625,0.521484375,0.0,8.32224273682,0.0,8,3.58806228638,9.03090000153
1571299394745186055,869977,1571299394734602935,ti_mmwave,30,10.32421875,-3.779296875,0.0,10.980132103,0.0,8,-20.1057224274,9.03090000153
1571299394745188012,869978,1571299394734606762,ti_mmwave,31,10.484375,-3.44921875,0.0,11.0237035751,0.0,8,-18.2105121613,11.1394338608
1571299394745194530,869979,1571299394734610576,ti_mmwave,32,10.40625,-3.80859375,0.0,11.067276001,0.0,8,-20.1021709442,11.1394338608
1571299394745197250,869980,1571299394734614465,ti_mmwave,33,6.9453125,8.69140625,0.0,11.1108474731,0.0,8,51.3716087341,16.7209777832
1571299394745199314,869981,1571299394734618374,ti_mmwave,34,0.04296875,0.009765625,0.0,0.0435719527304,0.0,8,12.804265976,27.0926990509
1571299394745201331,869982,1571299394734622219,ti_mmwave,35,0.0859375,0.01953125,0.0,0.0871439054608,0.0,8,12.804265976,27.0842094421
1571299394745203418,869983,1571299394734673091,ti_mmwave,36,0.099609375,0.0859375,0.0,0.130715861917,0.0,8,40.785823822,24.7856655121
1571299394745208059,869984,1571299394734699666,ti_mmwave,37,8.2734375,0.517578125,0.0,8.27867126465,0.0,8,3.57970261574,7.78151273727
1571299394745210522,869985,1571299394734709680,ti_mmwave,38,6.05078125,5.728515625,0.0,8.32224273682,0.0,8,43.4328536987,9.03090000153
1571299394745212582,869986,1571299394734717584,ti_mmwave,39,10.9453125,1.03125,0.0,10.980132103,0.0,8,5.38242864609,7.78151273727
1571299394745217445,869987,1571299394734725560,ti_mmwave,40,6.890625,8.623046875,0.0,11.0237035751,0.0,8,51.3718605042,10.0
1571299394745219934,869988,1571299394734734070,ti_mmwave,41,7.330078125,8.310546875,0.0,11.067276001,0.0,8,48.5870246887,10.4139270782
1571299394745221942,869989,1571299394734742974,ti_mmwave,42,8.39453125,-7.30078125,0.0,11.1108474731,0.0,8,-41.013710022,15.7978363037
1571299394789078371,869990,1571299394767819826,ti_mmwave,0,0.015625,-0.041015625,0.0,0.0435719527304,0.0,8,-69.1455459595,27.8604125977
1571299394789089317,869991,1571299394767861662,ti_mmwave,2,0.044921875,0.123046875,0.0,0.130715861917,0.0,8,69.9439086914,24.8287353516
1571299394789091556,869992,1571299394767867024,ti_mmwave,3,0.873046875,-0.0,0.0,0.871439039707,0.0,8,-0.0,10.7918128967
1571299394789093640,869993,1571299394767871059,ti_mmwave,4,0.916015625,0.029296875,0.0,0.915010988712,0.0,8,1.8318631649,12.7875356674
1571299394789096374,869994,1571299394767874922,ti_mmwave,5,0.958984375,0.029296875,0.0,0.958582937717,0.0,8,1.74983596802,10.0
1571299394789099034,869995,1571299394767878972,ti_mmwave,6,2.380859375,-1.619140625,0.0,2.87574887276,0.0,8,-34.2182731628,21.9589958191
1571299394789100973,869996,1571299394767882980,ti_mmwave,7,2.416015625,-1.64453125,0.0,2.91932082176,0.0,8,-34.2422981262,25.9439258575
1571299394789103635,869997,1571299394767886817,ti_mmwave,8,2.453125,-1.66796875,0.0,2.96289277077,0.0,8,-34.2132072449,26.0638141632
1571299394789105909,869998,1571299394767891162,ti_mmwave,9,2.587890625,-1.623046875,0.0,3.05003666878,0.0,8,-32.0946922302,23.0535144806
